Gene stable ID	Transcript length (including UTRs and CDS)
WBGene00002185	1906
WBGene00002185	1814
WBGene00002185	1817
WBGene00002185	1926
WBGene00002186	1896
WBGene00002187	1587
WBGene00002187	1620
WBGene00002187	1511
WBGene00002188	1229
WBGene00002189	1839
WBGene00002189	2059
WBGene00002189	2339
WBGene00002189	3415
WBGene00002189	1105
WBGene00002189	1885
WBGene00002189	1868
WBGene00002189	1032
WBGene00002189	1146
WBGene00002189	1080
WBGene00002189	1194
WBGene00002189	1161
WBGene00002189	1873
WBGene00002189	2003
WBGene00002189	1754
WBGene00002190	2163
WBGene00002190	2075
WBGene00002190	1131
WBGene00002191	1475
WBGene00002192	5852
WBGene00002192	5549
WBGene00002192	5232
WBGene00002192	4149
WBGene00002192	5391
WBGene00002192	5487
WBGene00002192	4950
WBGene00002192	4938
WBGene00002192	5911
WBGene00002192	5634
WBGene00002192	4707
WBGene00002193	1698
WBGene00002195	1384
WBGene00002195	1830
WBGene00002195	1916
WBGene00002196	1088
WBGene00002196	1014
WBGene00002196	1092
WBGene00002196	1010
WBGene00002198	1419
WBGene00002199	1609
WBGene00002199	1426
WBGene00002200	1668
WBGene00002201	3756
WBGene00002201	3762
WBGene00002202	1896
WBGene00002202	1903
WBGene00002202	1842
WBGene00002203	2729
WBGene00002203	1993
WBGene00002203	2582
WBGene00002203	2726
WBGene00002203	2066
WBGene00002203	2097
WBGene00002203	2377
WBGene00002203	1731
WBGene00002204	1729
WBGene00002206	1711
WBGene00002207	4038
WBGene00002207	3720
WBGene00002208	1408
WBGene00002210	3409
WBGene00002211	1683
WBGene00002213	2913
WBGene00002213	2721
WBGene00002213	2673
WBGene00002214	1765
WBGene00002214	1611
WBGene00002215	1806
WBGene00002215	2014
WBGene00002215	2388
WBGene00002215	2004
WBGene00002215	1718
WBGene00002216	2130
WBGene00002216	2104
WBGene00002216	2080
WBGene00002216	2053
WBGene00002217	4993
WBGene00002217	5052
WBGene00002218	3045
WBGene00002219	2498
WBGene00002219	2326
WBGene00002220	2068
WBGene00002222	2419
WBGene00002222	366
WBGene00002222	171
WBGene00002222	84
WBGene00002223	5001
WBGene00002223	4927
WBGene00002223	1014
WBGene00002223	4577
WBGene00002224	2442
WBGene00002225	1900
WBGene00002226	1961
WBGene00002227	1508
WBGene00002228	3197
WBGene00002229	3623
WBGene00002230	2152
WBGene00002230	2047
WBGene00002230	2247
WBGene00002230	2027
WBGene00002231	3037
WBGene00002232	2522
WBGene00002232	2303
WBGene00002233	2539
WBGene00002233	2517
WBGene00002234	2305
WBGene00002235	2024
WBGene00002235	2141
WBGene00002235	1854
WBGene00002235	1955
WBGene00002238	1953
WBGene00002238	2067
WBGene00002239	2610
WBGene00002240	2212
WBGene00002240	1722
WBGene00002240	1377
WBGene00002241	1234
WBGene00002242	1904
WBGene00002242	1488
WBGene00002242	1941
WBGene00002242	1980
WBGene00002243	3745
WBGene00002243	1596
WBGene00002244	3657
WBGene00002245	2572
WBGene00002245	2552
WBGene00002245	1884
WBGene00002245	4541
WBGene00002246	1490
WBGene00002247	5901
WBGene00002247	231
WBGene00002248	9458
WBGene00002249	1625
WBGene00002250	1844
WBGene00002251	3618
WBGene00002251	3613
WBGene00002251	480
WBGene00002252	4386
WBGene00002252	1380
WBGene00002253	555
WBGene00002254	759
WBGene00002254	567
WBGene00002255	624
WBGene00002255	453
WBGene00002256	593
WBGene00002257	481
WBGene00002258	527
WBGene00002259	517
WBGene00002260	528
WBGene00002261	2504
WBGene00002261	1938
WBGene00002261	2423
WBGene00002261	2325
WBGene00002261	1890
WBGene00002262	1105
WBGene00002262	1151
WBGene00002263	2363
WBGene00002263	3822
WBGene00002263	1494
WBGene00002263	2109
WBGene00002263	4369
WBGene00002263	2609
WBGene00002263	2418
WBGene00002263	4081
WBGene00002263	3597
WBGene00002263	4194
WBGene00002263	4146
WBGene00002263	4455
WBGene00002263	4270
WBGene00002263	3969
WBGene00002263	3774
WBGene00002263	3753
WBGene00002263	3558
WBGene00002264	1105
WBGene00002264	1256
WBGene00002265	4323
WBGene00002265	3947
WBGene00002265	1170
WBGene00002265	4154
WBGene00002266	1300
WBGene00002266	1423
WBGene00002266	1270
WBGene00002266	1391
WBGene00002266	1629
WBGene00002266	2044
WBGene00002266	1587
WBGene00002266	580
WBGene00002266	1014
WBGene00002267	1015
WBGene00002268	1017
WBGene00002269	540
WBGene00002270	825
WBGene00002271	654
WBGene00002272	539
WBGene00002273	803
WBGene00002274	768
WBGene00002275	2296
WBGene00002276	2306
WBGene00002278	1258
WBGene00002278	1112
WBGene00002280	5715
WBGene00002280	5280
WBGene00002282	2513
WBGene00002295	9278
WBGene00002297	3352
WBGene00002297	3383
WBGene00002297	3380
WBGene00002299	4336
WBGene00002299	3789
WBGene00002299	4262
WBGene00002299	4287
WBGene00002324	884
WBGene00002324	881
WBGene00002335	1385
WBGene00002344	982
WBGene00002348	6457
WBGene00002363	1717
WBGene00002368	2286
WBGene00002393	1025
WBGene00002393	657
WBGene00002393	803
WBGene00002393	1063
WBGene00002393	1558
WBGene00002393	1613
WBGene00002497	2531
WBGene00002497	2459
WBGene00002497	2396
WBGene00002497	2384
WBGene00002583	8560
WBGene00002583	8513
WBGene00002601	1261
WBGene00002632	2177
WBGene00002632	2409
WBGene00002632	2492
WBGene00002632	2517
WBGene00002632	2049
WBGene00002632	2010
WBGene00002637	5655
WBGene00002694	4366
WBGene00002696	1612
WBGene00002717	6378
WBGene00002717	6380
WBGene00002717	5456
WBGene00002717	5635
WBGene00002783	2913
WBGene00002783	3339
WBGene00002804	2094
WBGene00002827	2631
WBGene00002827	2157
WBGene00002827	2082
WBGene00002845	8675
WBGene00002845	7875
WBGene00002845	7005
WBGene00002845	6316
WBGene00002845	774
WBGene00002850	5456
WBGene00002855	1979
WBGene00002879	1040
WBGene00002879	1131
WBGene00002879	1109
WBGene00002881	1727
WBGene00002889	6427
WBGene00002891	1043
WBGene00002891	1106
WBGene00002891	1002
WBGene00002891	1103
WBGene00002915	13244
WBGene00002915	13755
WBGene00002915	1303
WBGene00002915	2876
WBGene00002957	2805
WBGene00002974	1891
WBGene00002974	1737
WBGene00002975	1731
WBGene00002976	2165
WBGene00002976	4186
WBGene00002976	1881
WBGene00002977	2827
WBGene00002977	2950
WBGene00002977	1110
WBGene00002978	1243
WBGene00002978	1142
WBGene00002978	1324
WBGene00002978	1536
WBGene00002978	1200
WBGene00002978	852
WBGene00002978	1108
WBGene00002978	883
WBGene00002978	582
WBGene00002978	468
WBGene00002978	1109
WBGene00002978	1128
WBGene00002978	582
WBGene00002978	468
WBGene00002978	1253
WBGene00002978	855
WBGene00002978	855
WBGene00002978	855
WBGene00002978	855
WBGene00002978	1318
WBGene00002979	2117
WBGene00002979	1723
WBGene00002979	1834
WBGene00002979	1425
WBGene00002979	1757
WBGene00002979	1701
WBGene00002980	708
WBGene00002981	1039
WBGene00002981	225
WBGene00002982	416
WBGene00002983	4937
WBGene00002983	4202
WBGene00002983	5265
WBGene00002983	5112
WBGene00002983	5121
WBGene00002983	4968
WBGene00002983	4962
WBGene00002983	4809
WBGene00002983	4818
WBGene00002985	2417
WBGene00002985	2358
WBGene00002986	2391
WBGene00002987	1666
WBGene00002987	1640
WBGene00002987	1481
WBGene00002988	1820
WBGene00002988	1379
WBGene00002988	1434
WBGene00002989	1914
WBGene00002990	1739
WBGene00002990	1624
WBGene00002991	3373
WBGene00002991	2333
WBGene00002992	2035
WBGene00002992	1790
WBGene00002992	1944
WBGene00002992	1338
WBGene00002992	1869
WBGene00002992	2085
WBGene00002992	1299
WBGene00002992	1434
WBGene00002992	1549
WBGene00002992	1996
WBGene00002992	1805
WBGene00002994	2689
WBGene00002994	2598
WBGene00002996	1948
WBGene00002996	951
WBGene00002997	1255
WBGene00002998	2293
WBGene00002998	2298
WBGene00002999	3339
WBGene00002999	3257
WBGene00002999	2796
WBGene00003000	1526
WBGene00003001	4555
WBGene00003002	7053
WBGene00003003	3346
WBGene00003003	3328
WBGene00003006	1894
WBGene00003006	2198
WBGene00003006	1906
WBGene00003006	1473
WBGene00003007	1883
WBGene00003008	1613
WBGene00003009	2870
WBGene00003009	2652
WBGene00003009	1839
WBGene00003009	1833
WBGene00003010	996
WBGene00003010	498
WBGene00003010	213
WBGene00003011	3543
WBGene00003012	1895
WBGene00003012	1879
WBGene00003012	1419
WBGene00003012	1473
WBGene00003014	1214
WBGene00003014	1311
WBGene00003015	2304
WBGene00003015	2282
WBGene00003015	954
WBGene00003017	1381
WBGene00003018	619
WBGene00003019	947
WBGene00003019	662
WBGene00003020	3215
WBGene00003021	3366
WBGene00003022	940
WBGene00003024	1280
WBGene00003024	1342
WBGene00003025	3359
WBGene00003025	3043
WBGene00003025	3075
WBGene00003025	3962
WBGene00003025	2208
WBGene00003026	4796
WBGene00003026	4631
WBGene00003026	4785
WBGene00003026	4613
WBGene00003029	1378
WBGene00003030	3143
WBGene00003030	3268
WBGene00003030	3245
WBGene00003030	3379
WBGene00003030	3105
WBGene00003030	2310
WBGene00003031	1365
WBGene00003033	1146
WBGene00003034	3715
WBGene00003035	568
WBGene00003035	366
WBGene00003036	1464
WBGene00003037	1567
WBGene00003037	1551
WBGene00003037	1564
WBGene00003037	1554
WBGene00003038	1795
WBGene00003040	4351
WBGene00003041	1625
WBGene00003041	1839
WBGene00003043	1248
WBGene00003043	2011
WBGene00003044	1200
WBGene00003044	1127
WBGene00003044	1252
WBGene00003044	1155
WBGene00003044	750
WBGene00003044	1101
WBGene00003044	426
WBGene00003044	1032
WBGene00003044	771
WBGene00003044	1149
WBGene00003044	1052
WBGene00003044	429
WBGene00003044	1115
WBGene00003044	1021
WBGene00003044	456
WBGene00003045	2501
WBGene00003045	1737
WBGene00003046	940
WBGene00003047	1783
WBGene00003048	2846
WBGene00003048	2374
WBGene00003048	2520
WBGene00003048	2868
WBGene00003048	2832
WBGene00003048	2797
WBGene00003048	1365
WBGene00003052	2163
WBGene00003053	1044
WBGene00003055	1173
WBGene00003055	1140
WBGene00003055	897
WBGene00003056	1916
WBGene00003057	1125
WBGene00003058	10034
WBGene00003059	1064
WBGene00003060	12391
WBGene00003060	12121
WBGene00003060	12292
WBGene00003060	12352
WBGene00003061	616
WBGene00003062	1841
WBGene00003063	1723
WBGene00003064	771
WBGene00003065	554
WBGene00003065	255
WBGene00003066	1096
WBGene00003068	7389
WBGene00003071	14711
WBGene00003072	14848
WBGene00003073	3741
WBGene00003074	2734
WBGene00003074	1368
WBGene00003075	1369
WBGene00003076	528
WBGene00003077	417
WBGene00003077	430
WBGene00003077	60
WBGene00003078	609
WBGene00003079	276
WBGene00003080	355
WBGene00003081	419
WBGene00003082	571
WBGene00003083	1382
WBGene00003083	1348
WBGene00003083	1271
WBGene00003084	2627
WBGene00003085	3787
WBGene00003085	3445
WBGene00003085	1980
WBGene00003085	1776
WBGene00003086	499
WBGene00003086	2143
WBGene00003086	2074
WBGene00003086	2064
WBGene00003086	174
WBGene00003086	1878
WBGene00003086	1065
WBGene00003086	1059
WBGene00003087	1718
WBGene00003087	1598
WBGene00003089	2600
WBGene00003089	1470
WBGene00003090	959
WBGene00003091	931
WBGene00003092	1121
WBGene00003093	788
WBGene00003094	700
WBGene00003095	709
WBGene00003096	902
WBGene00003097	970
WBGene00003098	672
WBGene00003099	693
WBGene00003100	1791
WBGene00003100	1464
WBGene00003100	585
WBGene00003102	1103
WBGene00003104	1211
WBGene00003106	1364
WBGene00003107	2872
WBGene00003107	2710
WBGene00003111	2462
WBGene00003111	1617
WBGene00003111	1446
WBGene00003112	1246
WBGene00003114	642
WBGene00003114	213
WBGene00003119	2631
WBGene00003123	602
WBGene00003124	585
WBGene00003124	1040
WBGene00003129	1196
WBGene00003129	1090
WBGene00003129	219
WBGene00003130	1564
WBGene00003130	1407
WBGene00003130	762
WBGene00003132	2655
WBGene00003132	2664
WBGene00003133	4609
WBGene00003134	2118
WBGene00003136	1970
WBGene00003142	920
WBGene00003142	54
WBGene00003143	3510
WBGene00003143	3661
WBGene00003143	3445
WBGene00003143	3300
WBGene00003144	2896
WBGene00003144	2427
WBGene00003144	3048
WBGene00003144	810
WBGene00003144	3050
WBGene00003144	1806
WBGene00003148	969
WBGene00003149	2771
WBGene00003150	3232
WBGene00003150	3594
WBGene00003150	3520
WBGene00003150	1428
WBGene00003150	1721
WBGene00003150	3620
WBGene00003150	2403
WBGene00003150	1608
WBGene00003150	1572
WBGene00003150	1473
WBGene00003150	3317
WBGene00003150	1545
WBGene00003150	1509
WBGene00003150	1410
WBGene00003151	4450
WBGene00003151	4361
WBGene00003151	4451
WBGene00003151	3258
WBGene00003153	4405
WBGene00003153	3878
WBGene00003153	3757
WBGene00003153	3709
WBGene00003153	4601
WBGene00003153	4509
WBGene00003153	4451
WBGene00003153	4388
WBGene00003153	4334
WBGene00003153	3576
WBGene00003153	3084
WBGene00003154	2827
WBGene00003154	598
WBGene00003155	2685
WBGene00003156	2615
WBGene00003156	225
WBGene00003157	2418
WBGene00003158	2583
WBGene00003158	1774
WBGene00003159	2449
WBGene00003160	2205
WBGene00003161	947
WBGene00003161	1004
WBGene00003161	1812
WBGene00003161	423
WBGene00003162	1311
WBGene00003163	1211
WBGene00003164	838
WBGene00003165	6150
WBGene00003165	5280
WBGene00003165	3504
WBGene00003165	6090
WBGene00003165	5989
WBGene00003165	5865
WBGene00003165	5945
WBGene00003165	4815
WBGene00003165	6021
WBGene00003165	2865
WBGene00003165	768
WBGene00003166	1826
WBGene00003166	1707
WBGene00003166	1742
WBGene00003166	4053
WBGene00003166	3720
WBGene00003166	3519
WBGene00003166	3495
WBGene00003166	1269
WBGene00003166	1245
WBGene00003166	1221
WBGene00003166	1754
WBGene00003166	1548
WBGene00003166	3946
WBGene00003166	1500
WBGene00003166	1299
WBGene00003166	1275
WBGene00003166	1200
WBGene00003167	1341
WBGene00003167	837
WBGene00003167	1244
WBGene00003168	2379
WBGene00003169	1128
WBGene00003170	1185
WBGene00003170	1506
WBGene00003170	1499
WBGene00003171	1564
WBGene00003172	1511
WBGene00003172	1928
WBGene00003173	2840
WBGene00003173	1857
WBGene00003174	2495
WBGene00003175	1612
WBGene00003176	1587
WBGene00003177	1365
WBGene00003178	1032
WBGene00003178	549
WBGene00003179	2066
WBGene00003180	525
WBGene00003181	525
WBGene00003182	1882
WBGene00003183	1609
WBGene00003183	1652
WBGene00003184	964
WBGene00003185	1478
WBGene00003186	1793
WBGene00003196	3496
WBGene00003196	3509
WBGene00003196	3823
WBGene00003196	3355
WBGene00003209	1704
WBGene00003209	1716
WBGene00003210	5463
WBGene00003214	1575
WBGene00003214	1640
WBGene00003214	1684
WBGene00003214	1524
WBGene00003216	1300
WBGene00003218	3050
WBGene00003219	3403
WBGene00003220	2480
WBGene00003221	3122
WBGene00003221	2727
WBGene00003221	3028
WBGene00003222	3121
WBGene00003224	1676
WBGene00003225	728
WBGene00003225	348
WBGene00003228	1876
WBGene00003228	1739
WBGene00003228	660
WBGene00003229	1934
WBGene00003229	2039
WBGene00003229	1989
WBGene00003229	2032
WBGene00003229	543
WBGene00003230	1975
WBGene00003231	1895
WBGene00003232	3188
WBGene00003232	2817
WBGene00003232	2859
WBGene00003232	2592
WBGene00003233	3180
WBGene00003233	3090
WBGene00003233	3499
WBGene00003234	439
WBGene00003235	581
WBGene00003235	478
WBGene00003235	273
WBGene00003235	426
WBGene00003236	556
WBGene00003237	392
WBGene00003238	1734
WBGene00003238	1829
WBGene00003239	1096
WBGene00003239	201
WBGene00003241	2189
WBGene00003241	2200
WBGene00003241	2079
WBGene00003242	7965
WBGene00003242	7907
WBGene00003242	6739
WBGene00003242	4875
WBGene00003243	2267
WBGene00003243	2519
WBGene00003243	2613
WBGene00003243	2228
WBGene00003243	2340
WBGene00003245	1446
WBGene00003245	1551
WBGene00003245	1071
WBGene00003246	1840
WBGene00003247	3884
WBGene00003247	3871
WBGene00003247	3835
WBGene00003247	3848
WBGene00003248	1559
WBGene00003249	964
WBGene00003252	1143
WBGene00003253	2837
WBGene00003253	2637
WBGene00003253	3148
WBGene00003253	2877
WBGene00003253	3087
WBGene00003253	3176
WBGene00003253	2686
WBGene00003254	1925
WBGene00003258	2946
WBGene00003367	4076
WBGene00003368	1570
WBGene00003369	1155
WBGene00003370	641
WBGene00003371	993
WBGene00003371	618
WBGene00003371	622
WBGene00003372	702
WBGene00003373	2334
WBGene00003374	3551
WBGene00003374	3371
WBGene00003374	3610
WBGene00003374	3280
WBGene00003375	592
WBGene00003375	1310
WBGene00003375	347
WBGene00003375	538
WBGene00003375	537
WBGene00003375	572
WBGene00003375	520
WBGene00003376	847
WBGene00003377	1323
WBGene00003378	3337
WBGene00003378	3570
WBGene00003380	952
WBGene00003384	1420
WBGene00003385	622
WBGene00003386	1727
WBGene00003386	1691
WBGene00003386	1329
WBGene00003387	2538
WBGene00003388	1437
WBGene00003389	3527
WBGene00003390	943
WBGene00003391	1415
WBGene00003391	1425
WBGene00003392	3200
WBGene00003392	302
WBGene00003393	3788
WBGene00003394	1656
WBGene00003395	1537
WBGene00003396	2119
WBGene00003397	2477
WBGene00003397	2477
WBGene00003400	4788
WBGene00003400	3795
WBGene00003400	3090
WBGene00003400	2784
WBGene00003401	1981
WBGene00003401	1764
WBGene00003401	1335
WBGene00003402	1910
WBGene00003402	1367
WBGene00003402	1963
WBGene00003402	1799
WBGene00003403	1184
WBGene00003404	7856
WBGene00003404	2549
WBGene00003404	6609
WBGene00003404	7269
WBGene00003404	6555
WBGene00003404	7834
WBGene00003404	7050
WBGene00003404	4230
WBGene00003404	2943
WBGene00003404	1413
WBGene00003405	2401
WBGene00003405	2461
WBGene00003406	1499
WBGene00003406	1258
WBGene00003407	4841
WBGene00003407	5120
WBGene00003407	4845
WBGene00003407	4847
WBGene00003407	4853
WBGene00003408	4752
WBGene00003409	4574
WBGene00003410	5068
WBGene00003411	4724
WBGene00003412	4498
WBGene00003413	4910
WBGene00003414	4467
WBGene00003415	2995
WBGene00003415	885
WBGene00003417	1205
WBGene00003417	1014
WBGene00003418	2641
WBGene00003421	4216
WBGene00003421	2772
WBGene00003422	3664
WBGene00003423	2251
WBGene00003423	2216
WBGene00003424	384
WBGene00003425	384
WBGene00003426	384
WBGene00003429	384
WBGene00003430	360
WBGene00003431	384
WBGene00003432	384
WBGene00003434	384
WBGene00003435	384
WBGene00003438	384
WBGene00003442	384
WBGene00003443	384
WBGene00003444	384
WBGene00003446	384
WBGene00003448	384
WBGene00003449	384
WBGene00003450	384
WBGene00003451	234
WBGene00003452	384
WBGene00003456	384
WBGene00003457	384
WBGene00003458	384
WBGene00003462	234
WBGene00003463	384
WBGene00003464	384
WBGene00003465	384
WBGene00003466	384
WBGene00003467	384
WBGene00003468	384
WBGene00003469	384
WBGene00003470	384
WBGene00003471	975
WBGene00003472	4480
WBGene00003472	4440
WBGene00003472	4362
WBGene00003473	373
WBGene00003474	347
WBGene00003475	1928
WBGene00003476	3974
WBGene00003476	3625
WBGene00003476	3538
WBGene00003477	5542
WBGene00003478	2274
WBGene00003478	2590
WBGene00003478	2269
WBGene00003479	1844
WBGene00003479	1702
WBGene00003480	1176
WBGene00003480	1257
WBGene00003480	1371
WBGene00003482	11573
WBGene00003482	10213
WBGene00003485	1943
WBGene00003495	1465
WBGene00003497	6752
WBGene00003499	1439
WBGene00003499	1454
WBGene00003499	1504
WBGene00003499	1526
WBGene00003504	2983
WBGene00003507	1748
WBGene00003508	3357
WBGene00003508	3402
WBGene00003509	458
WBGene00003510	698
WBGene00003511	1008
WBGene00003514	6334
WBGene00003515	6104
WBGene00003516	2667
WBGene00003516	2575
WBGene00003516	2520
WBGene00003516	2190
WBGene00003516	2095
WBGene00003516	2933
WBGene00003516	2476
WBGene00003516	2173
WBGene00003516	2348
WBGene00003516	2096
WBGene00003517	1932
WBGene00003518	1703
WBGene00003518	1956
WBGene00003519	2230
WBGene00003519	1814
WBGene00003519	1955
WBGene00003520	1168
WBGene00003521	819
WBGene00003522	1120
WBGene00003523	2280
WBGene00003523	1503
WBGene00003523	1098
WBGene00003523	1454
WBGene00003524	1164
WBGene00003525	1457
WBGene00003525	543
WBGene00003526	1347
WBGene00003527	1576
WBGene00003527	1386
WBGene00003528	1645
WBGene00003528	1734
WBGene00003528	1803
WBGene00003528	1715
WBGene00003529	1768
WBGene00003530	1778
WBGene00003530	1672
WBGene00003531	1258
WBGene00003532	1691
WBGene00003533	2005
WBGene00003534	2027
WBGene00003535	1014
WBGene00003536	1382
WBGene00003537	723
WBGene00003538	1316
WBGene00003539	1195
WBGene00003540	1152
WBGene00003541	1265
WBGene00003542	1874
WBGene00003543	1524
WBGene00003544	1336
WBGene00003545	1619
WBGene00003546	1610
WBGene00003547	2003
WBGene00003548	2535
WBGene00003548	870
WBGene00003549	1913
WBGene00003549	2144
WBGene00003550	2038
WBGene00003551	2171
WBGene00003552	2264
WBGene00003553	2539
WBGene00003553	2302
WBGene00003554	2296
WBGene00003555	3102
WBGene00003555	3438
WBGene00003558	5611
WBGene00003558	5292
WBGene00003559	4756
WBGene00003559	4310
WBGene00003559	2913
WBGene00003559	2904
WBGene00003559	2751
WBGene00003559	2742
WBGene00003559	4541
WBGene00003559	4278
WBGene00003559	4050
WBGene00003559	2565
WBGene00003561	4752
WBGene00003561	4687
WBGene00003562	3942
WBGene00003563	854
WBGene00003564	1363
WBGene00003565	890
WBGene00003566	2821
WBGene00003566	2622
WBGene00003567	3733
WBGene00003567	3557
WBGene00003567	1261
WBGene00003567	2853
WBGene00003568	2737
WBGene00003569	2054
WBGene00003569	465
WBGene00003570	2133
WBGene00003571	1866
WBGene00003572	2199
WBGene00003573	2316
WBGene00003574	2310
WBGene00003575	2007
WBGene00003575	1962
WBGene00003576	1910
WBGene00003577	2197
WBGene00003577	2197
WBGene00003578	1135
WBGene00003579	831
WBGene00003580	816
WBGene00003581	529
WBGene00003581	3642
WBGene00003582	2593
WBGene00003582	2611
WBGene00003582	2061
WBGene00003582	1791
WBGene00003583	915
WBGene00003584	970
WBGene00003585	927
WBGene00003586	1236
WBGene00003586	1047
WBGene00003587	422
WBGene00003588	1131
WBGene00003589	1563
WBGene00003589	1939
WBGene00003590	1084
WBGene00003591	1429
WBGene00003591	1537
WBGene00003591	1650
WBGene00003591	1173
WBGene00003591	1215
WBGene00003592	2993
WBGene00003592	3023
WBGene00003592	3090
WBGene00003592	3179
WBGene00003592	2472
WBGene00003593	2637
WBGene00003593	2818
WBGene00003593	2347
WBGene00003594	1372
WBGene00003595	730
WBGene00003596	2152
WBGene00003596	2196
WBGene00003597	3234
WBGene00003597	3091
WBGene00003598	4724
WBGene00003599	2228
WBGene00003599	1800
WBGene00003599	1341
WBGene00003599	627
WBGene00003600	2554
WBGene00003600	2464
WBGene00003600	2361
WBGene00003600	2539
WBGene00003600	2349
WBGene00003600	939
WBGene00003601	1843
WBGene00003602	1744
WBGene00003603	1685
WBGene00003604	2324
WBGene00003604	2379
WBGene00003605	2359
WBGene00003605	1825
WBGene00003605	2062
WBGene00003606	1719
WBGene00003606	1958
WBGene00003607	1878
WBGene00003607	1882
WBGene00003608	1216
WBGene00003609	1546
WBGene00003610	1482
WBGene00003610	1029
WBGene00003610	1475
WBGene00003610	834
WBGene00003611	1490
WBGene00003611	1510
WBGene00003611	1487
WBGene00003612	1310
WBGene00003612	1418
WBGene00003613	1567
WBGene00003613	1853
WBGene00003614	1291
WBGene00003614	2086
WBGene00003615	1323
WBGene00003616	1598
WBGene00003617	1202
WBGene00003618	1786
WBGene00003618	1737
WBGene00003619	1578
WBGene00003620	1508
WBGene00003620	2059
WBGene00003620	1536
WBGene00003620	1480
WBGene00003620	3118
WBGene00003620	1559
WBGene00003620	1495
WBGene00003620	1534
WBGene00003621	1910
WBGene00003622	2221
WBGene00003622	2046
WBGene00003622	1635
WBGene00003622	1320
WBGene00003622	1307
WBGene00003622	1668
WBGene00003623	2474
WBGene00003623	2572
WBGene00003623	2353
WBGene00003624	1677
WBGene00003624	1827
WBGene00003624	1406
WBGene00003625	2437
WBGene00003625	2360
WBGene00003625	2228
WBGene00003626	1542
WBGene00003627	1863
WBGene00003627	2175
WBGene00003627	1905
WBGene00003627	2285
WBGene00003627	1692
WBGene00003628	1917
WBGene00003628	1468
WBGene00003629	1231
WBGene00003629	555
WBGene00003630	1857
WBGene00003630	1832
WBGene00003632	1116
WBGene00003633	1670
WBGene00003633	1803
WBGene00003634	1375
WBGene00003635	2043
WBGene00003636	1976
WBGene00003636	2154
WBGene00003636	1188
WBGene00003637	2061
WBGene00003638	3260
WBGene00003638	3217
WBGene00003638	2502
WBGene00003638	2469
WBGene00003639	1902
WBGene00003639	2128
WBGene00003639	1935
WBGene00003639	2119
WBGene00003639	1506
WBGene00003639	1461
WBGene00003639	1065
WBGene00003640	1361
WBGene00003640	1350
WBGene00003640	2120
WBGene00003641	1518
WBGene00003642	1104
WBGene00003643	1157
WBGene00003644	1365
WBGene00003645	1330
WBGene00003646	1443
WBGene00003646	1436
WBGene00003646	897
WBGene00003647	1559
WBGene00003648	1316
WBGene00003649	1445
WBGene00003649	993
WBGene00003650	1440
WBGene00003651	1366
WBGene00003651	1377
WBGene00003651	957
WBGene00003651	966
WBGene00003652	1655
WBGene00003652	1062
WBGene00003652	1650
WBGene00003652	1053
WBGene00003653	1154
WBGene00003654	1123
WBGene00003654	1359
WBGene00003654	1035
WBGene00003654	1128
WBGene00003655	1355
WBGene00003655	1483
WBGene00003656	2146
WBGene00003656	4472
WBGene00003656	2619
WBGene00003656	1980
WBGene00003656	1560
WBGene00003656	2627
WBGene00003656	1974
WBGene00003656	1740
WBGene00003656	1554
WBGene00003656	2173
WBGene00003657	1586
WBGene00003658	1333
WBGene00003658	312
WBGene00003659	1340
WBGene00003660	1392
WBGene00003661	2297
WBGene00003661	1746
WBGene00003662	1292
WBGene00003663	1542
WBGene00003664	1101
WBGene00003667	1141
WBGene00003668	1422
WBGene00003669	1473
WBGene00003669	1391
WBGene00003670	1781
WBGene00003670	1573
WBGene00003671	1162
WBGene00003672	1008
WBGene00003674	1412
WBGene00003675	2516
WBGene00003675	1325
WBGene00003676	1381
WBGene00003676	1405
WBGene00003677	1177
WBGene00003678	2970
WBGene00003678	2888
WBGene00003678	793
WBGene00003679	993
WBGene00003680	1251
WBGene00003681	1860
WBGene00003681	1858
WBGene00003681	1869
WBGene00003681	1865
WBGene00003681	1502
WBGene00003681	1924
WBGene00003682	1196
WBGene00003683	1301
WBGene00003683	1261
WBGene00003683	1059
WBGene00003684	1557
WBGene00003684	1462
WBGene00003684	1171
WBGene00003684	1035
WBGene00003685	1667
WBGene00003685	1635
WBGene00003686	1256
WBGene00003687	2196
WBGene00003687	2417
WBGene00003687	1935
WBGene00003687	4452
WBGene00003688	1648
WBGene00003688	1538
WBGene00003688	1652
WBGene00003688	321
WBGene00003689	1340
WBGene00003690	1382
WBGene00003690	1604
WBGene00003691	1351
WBGene00003691	1237
WBGene00003692	1367
WBGene00003693	1213
WBGene00003694	1531
WBGene00003694	2409
WBGene00003694	1402
WBGene00003694	978
WBGene00003695	1382
WBGene00003695	1334
WBGene00003696	1256
WBGene00003697	1142
WBGene00003698	1201
WBGene00003698	1254
WBGene00003699	1134
WBGene00003699	1359
WBGene00003699	1437
WBGene00003699	1359
WBGene00003699	1002
WBGene00003699	957
WBGene00003699	1104
WBGene00003700	1655
WBGene00003700	1838
WBGene00003700	1275
WBGene00003701	1154
WBGene00003702	1138
WBGene00003703	1129
WBGene00003704	1404
WBGene00003704	432
WBGene00003705	1296
WBGene00003705	1142
WBGene00003706	1428
WBGene00003707	1348
WBGene00003707	1472
WBGene00003708	1092
WBGene00003709	3214
WBGene00003710	1682
WBGene00003711	1441
WBGene00003711	1610
